year,offence,age,gender,ethnicity,outcome,value,region
2001,16,16,M,M,C,3,WKO
1999,16,16,M,M,C,3,WKO
1998,15,16,F,M,C,3,WKO
1998,16,16,M,M,C,3,WKO
1996,12,16,F,M,C,3,WKO
1996,9,16,M,M,C,3,WKO
1996,9,16,F,M,C,3,WKO
1996,11,16,F,M,C,3,WKO
1995,10,16,F,M,C,3,WKO
1995,11,16,F,M,C,3,WKO
1995,9,16,F,M,C,3,WKO
1995,9,16,M,M,C,3,WKO
1995,7,16,F,M,C,3,WKO
1995,12,16,F,M,C,3,WKO
1994,12,16,F,M,C,3,WKO
1994,13,16,F,M,C,3,WKO
1994,9,16,F,M,C,3,WKO
1994,10,16,F,M,C,3,WKO
1993,10,16,F,M,C,3,WKO
1993,9,16,F,M,C,3,WKO
1993,9,16,M,M,C,3,WKO
1993,6,16,F,M,C,3,WKO
2000,16,16,F,M,C,3,WKO
1993,12,16,F,M,C,3,WKO
1992,12,16,F,M,C,3,WKO
1992,13,16,F,M,C,3,WKO
1992,6,16,F,M,C,3,WKO
1992,9,16,F,M,C,3,WKO
1992,9,16,M,M,C,3,WKO
1992,10,16,F,M,C,3,WKO
1996,15,16,F,M,C,3,WKO
1996,14,16,F,M,C,3,WKO
1995,16,16,M,M,C,3,WKO
1994,14,16,F,M,C,3,WKO
1994,16,16,M,M,C,3,WKO
1993,16,16,F,M,C,3,WKO
1993,14,16,F,M,C,3,WKO
1993,15,16,F,M,C,3,WKO
1992,16,16,M,M,C,3,WKO
2012,2,14,F,M,C,6,WKO
2012,5,14,M,M,C,6,WKO
2011,6,14,M,M,C,6,WKO
2011,3,14,M,M,C,6,WKO
2009,6,14,F,M,C,6,WKO
2008,2,14,F,M,C,6,WKO
2008,3,14,M,M,C,6,WKO
2006,6,14,F,M,C,6,WKO
2012,8,14,F,M,C,6,WKO
2012,11,14,M,M,C,6,WKO
2012,15,14,M,M,C,6,WKO
2011,15,14,M,M,C,6,WKO
2011,15,14,F,M,C,6,WKO
2011,13,14,F,M,C,6,WKO
2011,12,14,F,M,C,6,WKO
2011,11,14,M,M,C,6,WKO
2010,11,14,M,M,C,6,WKO
2010,12,14,F,M,C,6,WKO
2009,14,14,M,M,C,6,WKO
2009,7,14,F,M,C,6,WKO
2008,7,14,F,M,C,6,WKO
2008,13,14,F,M,C,6,WKO
2007,15,14,M,M,C,6,WKO
2007,10,14,M,M,C,6,WKO
2006,7,14,F,M,C,6,WKO
2006,11,14,M,M,C,6,WKO
2006,13,14,F,M,C,6,WKO
2006,14,14,M,M,C,6,WKO
2006,15,14,F,M,C,6,WKO
2006,15,14,M,M,C,6,WKO
2002,2,14,M,M,C,6,WKO
2001,2,14,M,M,C,6,WKO
2004,14,14,M,M,C,6,WKO
2004,6,14,M,M,C,6,WKO
2004,11,14,M,M,C,6,WKO
2005,14,14,M,M,C,6,WKO
2003,5,14,M,M,C,6,WKO
2003,6,14,M,M,C,6,WKO
2003,14,14,M,M,C,6,WKO
2002,7,14,F,M,C,6,WKO
2002,11,14,M,M,C,6,WKO
2000,6,14,F,M,C,6,WKO
2005,8,14,F,M,C,6,WKO
2004,2,14,F,M,C,6,WKO
2004,6,14,F,M,C,6,WKO
2004,7,14,F,M,C,6,WKO
2000,8,14,F,M,C,6,WKO
2000,11,14,M,M,C,6,WKO
2000,12,14,F,M,C,6,WKO
2000,13,14,F,M,C,6,WKO
1999,13,14,F,M,C,6,WKO
1999,11,14,M,M,C,6,WKO
1999,6,14,F,M,C,6,WKO
1999,5,14,M,M,C,6,WKO
1999,14,14,M,M,C,6,WKO
1999,14,14,F,M,C,6,WKO
1998,11,14,M,M,C,6,WKO
1997,13,14,M,M,C,6,WKO
1997,6,14,M,M,C,6,WKO
1996,5,14,M,M,C,6,WKO
1995,11,14,M,M,C,6,WKO
1995,4,14,M,M,C,6,WKO
1996,13,14,M,M,C,6,WKO
2004,15,14,M,M,C,6,WKO
2002,15,14,M,M,C,6,WKO
1998,15,14,M,M,C,6,WKO
1997,15,14,M,M,C,6,WKO
1996,2,14,F,M,C,6,WKO
1996,6,14,F,M,C,6,WKO
1995,6,14,F,M,C,6,WKO
1995,7,14,F,M,C,6,WKO
1995,15,14,M,M,C,6,WKO
1994,7,14,F,M,C,6,WKO
1994,2,14,F,M,C,6,WKO
1993,6,14,M,M,C,6,WKO
1993,2,14,F,M,C,6,WKO
1992,6,14,M,M,C,6,WKO
1992,7,14,F,M,C,6,WKO
2004,15,14,F,M,C,6,WKO
1997,6,14,F,M,C,6,WKO
1995,12,14,F,M,C,6,WKO
1993,11,14,M,M,C,6,WKO
1992,12,14,M,M,C,6,WKO
1992,12,14,F,M,C,6,WKO
1998,7,14,F,M,C,6,WKO
1998,12,14,F,M,C,6,WKO
1993,15,14,M,M,C,6,WKO
2012,4,15,M,M,C,6,WKO
2011,3,15,M,M,C,6,WKO
2010,4,15,M,M,C,6,WKO
2009,6,15,F,M,C,6,WKO
2009,4,15,M,M,C,6,WKO
2009,3,15,M,M,C,6,WKO
2008,5,15,M,M,C,6,WKO
2008,3,15,M,M,C,6,WKO
2012,2,15,F,M,C,6,WKO
2008,2,15,F,M,C,6,WKO
2006,3,15,M,M,C,6,WKO
2012,11,15,M,M,C,6,WKO
2012,14,15,M,M,C,6,WKO
2011,14,15,M,M,C,6,WKO
2011,10,15,M,M,C,6,WKO
2009,10,15,M,M,C,6,WKO
2007,5,15,M,M,C,6,WKO
2006,6,15,F,M,C,6,WKO
2006,4,15,F,M,C,6,WKO
2006,5,15,M,M,C,6,WKO
2005,6,15,F,M,C,6,WGN
2005,5,15,M,M,C,6,WGN
2003,7,15,F,M,C,6,WGN
2003,4,15,M,M,C,6,WGN
2002,4,15,M,M,C,6,WGN
2002,3,15,M,M,C,6,WGN
2002,6,15,F,M,C,6,WGN
2002,7,15,F,M,C,6,WGN
2002,5,15,M,M,C,6,WGN
2001,4,15,M,M,C,6,WGN
2012,8,15,F,M,C,6,WGN
2008,6,15,F,M,C,6,WGN
2007,12,15,F,M,C,6,WGN
2005,13,15,F,M,C,6,WGN
2005,11,15,M,M,C,6,WGN
2005,10,15,M,M,C,6,WGN
2004,10,15,M,M,C,6,WGN
2004,12,15,F,M,C,6,WGN
2012,15,15,F,M,C,6,WGN
2010,14,15,F,M,C,6,WGN
2010,15,15,F,M,C,6,WGN
2009,14,15,F,M,C,6,WGN
2009,13,15,F,M,C,6,WGN
2007,14,15,F,M,C,6,WGN
2006,15,15,F,M,C,6,WGN
2004,13,15,F,M,C,6,WGN
2003,13,15,F,M,C,6,WGN
2003,12,15,F,M,C,6,WGN
2002,10,15,M,M,C,6,WGN
2002,12,15,F,M,C,6,WGN
2000,4,15,M,M,C,6,WGN
2000,5,15,M,M,C,6,WGN
1999,5,15,M,M,C,6,WGN
1999,2,15,F,M,C,6,WGN
1998,2,15,F,M,C,6,WGN
1998,4,15,F,M,C,6,WGN
1998,5,15,M,M,C,6,WGN
1997,6,15,F,M,C,6,WGN
1997,3,15,M,M,C,6,WGN
1997,2,15,F,M,C,6,WGN
1996,5,15,M,M,C,6,WGN
1996,6,15,F,M,C,6,WGN
2008,15,15,F,M,C,6,WGN
2005,14,15,F,M,C,6,WGN
2004,14,15,F,M,C,6,WGN
2003,15,15,F,M,C,6,WGN
2002,13,15,F,M,C,6,WGN
2002,14,15,F,M,C,6,WGN
2002,15,15,F,M,C,6,WGN
2000,7,15,F,M,C,6,WGN
1994,7,15,F,M,C,6,WGN
1992,2,15,F,M,C,6,WGN
2000,11,15,M,M,C,6,WGN
1999,13,15,F,M,C,6,WGN
1999,12,15,F,M,C,6,WGN
1999,11,15,M,M,C,6,WGN
1999,10,15,M,M,C,6,WGN
1998,14,15,F,M,C,6,WGN
1998,9,15,M,M,C,6,WGN
1998,12,15,F,M,C,6,WGN
1997,12,15,F,M,C,6,WGN
1996,12,15,F,M,C,6,WGN
1995,13,15,F,M,C,6,WGN
1995,10,15,M,M,C,6,WGN
1995,14,15,F,M,C,6,WGN
1994,15,15,F,M,C,6,WGN
1994,11,15,M,M,C,6,WGN
1994,14,15,M,M,C,6,WGN
1993,5,15,M,M,C,6,WGN
1993,11,15,M,M,C,6,WGN
1993,15,15,M,M,C,6,WGN
1992,14,15,M,M,C,6,WGN
1992,6,15,F,M,C,6,WGN
1992,11,15,M,M,C,6,WGN
1992,10,15,M,M,C,6,WGN
2012,3,16,M,M,C,6,WGN
2012,4,16,F,M,C,6,WGN
2012,6,16,F,M,C,6,WGN
2012,7,16,F,M,C,6,WGN
2012,10,16,M,M,C,6,WGN
2011,12,16,F,M,C,6,WGN
2011,2,16,F,M,C,6,WGN
2012,13,16,F,M,C,6,WGN
2012,14,16,F,M,C,6,WGN
2011,13,16,F,M,C,6,WGN
2009,10,16,M,M,C,6,WGN
2009,6,16,F,M,C,6,WGN
2009,7,16,F,M,C,6,WGN
2008,7,16,F,M,C,6,WGN
2008,5,16,M,M,C,6,WGN
2008,9,16,M,M,C,6,WGN
2006,4,16,F,M,C,6,WGN
2006,10,16,F,M,C,6,WGN
2005,12,16,F,M,C,6,WGN
2004,3,16,M,M,C,6,WGN
2004,12,16,F,M,C,6,WGN
2010,13,16,F,M,C,6,WGN
2010,12,16,F,M,C,6,WGN
2007,5,16,F,M,C,6,WGN
2007,7,16,F,M,C,6,WGN
2003,4,16,F,M,C,6,WGN
2003,6,16,F,M,C,6,WGN
2003,7,16,F,M,C,6,WGN
2002,7,16,F,M,C,6,WGN
2002,6,16,F,M,C,6,WGN
2002,4,16,F,M,C,6,WGN
2002,2,16,F,M,C,6,WGN
2002,3,16,M,M,C,6,WGN
2001,3,16,M,M,C,6,WGN
2001,2,16,F,M,C,6,WGN
2001,4,16,F,M,C,6,WGN
2001,6,16,F,M,C,6,WGN
2001,7,16,F,M,C,6,WGN
2000,7,16,F,M,C,6,WGN
2000,6,16,F,M,C,6,WGN
2000,2,16,F,M,C,6,WGN
1999,5,16,M,M,C,6,WGN
1998,7,16,F,M,C,6,WGN
1998,6,16,F,M,C,6,WGN
1998,4,16,F,M,C,6,WGN
1997,2,16,F,M,C,6,WGN
1997,3,16,M,M,C,6,WGN
1997,5,16,M,M,C,6,WGN
1997,6,16,F,M,C,6,WGN
2010,15,16,F,M,C,6,WGN
2008,12,16,F,M,C,6,WGN
2007,13,16,F,M,C,6,WGN
2007,14,16,F,M,C,6,WGN
2003,12,16,F,M,C,6,WGN
2002,12,16,F,M,C,6,WGN
2002,13,16,F,M,C,6,WGN
1999,13,16,F,M,C,6,WGN
1998,14,16,F,M,C,6,WGN
1997,9,16,M,M,C,6,WGN
1997,13,16,F,M,C,6,WGN
1996,5,16,F,M,C,6,WGN
1995,3,16,M,M,C,6,WGN
1995,2,16,F,M,C,6,WGN
1993,2,16,F,M,C,6,WGN
2003,14,16,F,M,C,6,WGN
1999,15,16,F,M,C,6,WGN
1997,15,16,F,M,C,6,WGN
1996,5,16,M,M,C,6,WGN
1996,10,16,F,M,C,6,WGN
1995,6,16,F,M,C,6,WGN
1994,5,16,M,M,C,6,WGN
1994,6,16,F,M,C,6,WGN
1993,11,16,F,M,C,6,WGN
1993,10,16,M,M,C,6,WGN
1992,6,16,M,M,C,6,WGN
1995,15,16,F,M,C,6,WGN
1992,15,16,F,M,C,6,WGN
2012,6,14,M,M,C,9,WGN
2011,6,14,F,M,C,9,WGN
2010,2,14,F,M,C,9,WGN
2010,5,14,M,M,C,9,WGN
2009,2,14,F,M,C,9,WGN
2007,2,14,F,M,C,9,WGN
2011,8,14,F,M,C,9,WGN
2010,8,14,F,M,C,9,WGN
2010,15,14,M,M,C,9,WGN
2009,11,14,M,M,C,9,WGN
2009,8,14,F,M,C,9,WGN
2008,8,14,F,M,C,9,WGN
2008,11,14,M,M,C,9,WGN
2008,15,14,M,M,C,9,WGN
2007,11,14,M,M,C,9,WGN
2007,8,14,F,M,C,9,WGN
2003,2,14,F,M,C,9,WGN
2002,2,14,F,M,C,9,WGN
2001,2,14,F,M,C,9,WGN
2000,2,14,F,M,C,9,WGN
2005,11,14,M,M,C,9,WGN
2003,8,14,F,M,C,9,WGN
2003,13,14,M,M,C,9,WGN
2002,6,14,M,M,C,9,WGN
2002,12,14,F,M,C,9,WGN
2001,6,14,M,M,C,9,WGN
2000,13,14,M,M,C,9,WGN
1997,2,14,M,M,C,9,WGN
2005,2,14,F,M,C,9,WGN
2000,6,14,M,M,C,9,WGN
2000,12,14,M,M,C,9,WGN
1998,6,14,M,M,C,9,WGN
1996,6,14,M,M,C,9,WGN
1996,11,14,M,M,C,9,WGN
2005,15,14,M,M,C,9,WGN
2003,15,14,M,M,C,9,WGN
2001,15,14,M,M,C,9,WGN
1996,7,14,F,M,C,9,WGN
1995,2,14,F,M,C,9,WGN
1994,6,14,M,M,C,9,WGN
1994,8,14,F,M,C,9,WGN
1998,6,14,F,M,C,9,WGN
1994,13,14,M,M,C,9,WGN
2010,5,15,M,M,C,9,WGN
2009,5,15,M,M,C,9,WGN
2009,2,15,F,M,C,9,WGN
2008,4,15,M,M,C,9,WGN
2010,2,15,F,M,C,9,WGN
2007,4,15,M,M,C,9,WGN
2012,6,15,F,M,C,9,WGN
2011,6,15,F,M,C,9,WGN
2010,6,15,F,M,C,9,WGN
2010,14,15,M,M,C,9,WGN
2009,15,15,M,M,C,9,WGN
2009,7,15,F,M,C,9,WGN
2008,11,15,M,M,C,9,WGN
2007,7,15,F,M,C,9,WGN
2006,7,15,F,M,C,9,WGN
2005,2,15,F,M,C,9,WGN
2005,4,15,M,M,C,9,WGN
2004,2,15,F,M,C,9,WGN
2003,6,15,M,M,C,9,WGN
2003,2,15,F,M,C,9,WGN
2002,2,15,F,M,C,9,WGN
2009,12,15,F,M,C,9,WGN
2007,13,15,F,M,C,9,WGN
2006,10,15,M,M,C,9,WGN
2005,8,15,F,M,C,9,WGN
2004,11,15,M,M,C,9,WGN
2008,8,15,F,M,C,9,WGN
2007,15,15,F,M,C,9,WGN
2006,14,15,F,M,C,9,WGN
